,index,CS Category No.,CS Category One Name,Computer Concepts No.,Parent Category,Computational Concepts,Computer Concept Sub No.,CS Category 3 Lesson,Learning Objective No.,Computational Thinking,Secondary Computational Thinking,Essential Prereq,Voluntary Prereq,Learning Objectives,col1,GCSE,TS,MC,JC,SC,Primary Stage,col2,col3,National Curriculum KS1,National Curriculum KS2,National Curriculum KS3,National Curriculum KS4,AS Level,A Level,Essential Preequisites,Voluntary Prerequisites,Recommended Key Stage Content No.,Recommended Key Stage Content (Text),Python Course,Level Assessment Qs.,Column21,Column22,Column23,Column24,uid,Essential Prereq uid,Voluntary Prereq uid
66,66,CT1,Computer Theory,CT1_1,Programming Fundamentals,Variables,CT1_1_8,Variable Casting,CT1_1_8_3,Data Representation,,"CT1_1_8_1, CT1_1_3_2, CT1_1_3_4, CT1_1_3_5",,Demonstrate convertion from an integer or a String to a Float,,,,,,,,,,,,,,,,,,,,,,,,,,59d4e5a9-54f4-4db6-95d7-4ceb9f05e6ba,"ba7e3777-d520-4871-a0ed-fffaee9bbbd7,e1bb8a8a-01f9-4758-b1f9-c7d934745564,a729d12e-d7c9-4462-b18d-7603a4e8f66c,41a8e62b-58ad-4eaa-b9cb-d1aca990d158",
67,67,CT1,Computer Theory,CT1_1,Programming Fundamentals,Variables,CT1_1_8,Variable Casting,CT1_1_8_4,Data Representation,,"CT1_1_8_1,CT1_1_3_2,CT1_1_3_4,CT1_1_3_5",,Demonstrate convertion from a float or an integer to a String,,,,,,,,,,,,,,,,,,,,,,,,,,c121d941-3a92-477d-8db2-2f8e1579e41a,"ba7e3777-d520-4871-a0ed-fffaee9bbbd7,e1bb8a8a-01f9-4758-b1f9-c7d934745564,a729d12e-d7c9-4462-b18d-7603a4e8f66c,41a8e62b-58ad-4eaa-b9cb-d1aca990d158",
68,68,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_2,Measuring tools and units,CT1_23_2_1,Data Representation,,0,,Describe the common measuring tools and units for length,Maths/ Database,,TS4.5,,,,,,,,,,,,,,,,,,,,,,,d598e5b4-ed5b-499e-9597-257583c9b0e5,,
69,69,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_2,Measuring tools and units,CT1_23_2_2,Data Representation,,0,,Describe the common measuring tools and units for weight,Maths/ Database,,TS4.5,,,,,,,,,,,,,,,,,,,,,,,411cb81c-62e3-49a9-80b8-f2ad73e0536c,,
70,70,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_2,Measuring tools and units,CT1_23_2_3,Data Representation,,0,,Describe the common measuring tools and units for volume and capacity,Maths/ Database,,TS4.5,,,,,,,,,,,,,,,,,,,,,,,dbf03041-9271-4d2d-a6c7-8b8e42a7395b,,
71,71,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_2,Measuring tools and units,CT1_23_2_4,Data Representation,,0,,Describe the common measuring tools and units for time,Maths/ Database,,TS4.5,,,,,,,,,,,,,,,,,,,,,,,0cfa1f8b-b688-4de4-93fb-36a2c8999c7a,,
72,72,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_2,Measuring tools and units,CT1_23_2_5,Data Representation,,0,,"Describe the common measuring tools and units for temperatures, angles and strength of sound",Maths/ Database,,TS4.5,,,,,,,,,,,,,,,,,,,,,,,dbf77e00-b7dc-4cd4-8813-622e3cfa41b2,,
73,73,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_3,Data collection,CT1_23_3_1,Data Representation,,0,,Describe the location and methods of data collection,,,TS4.5,,JC3.1,,,,,,,,,,,,,,,,,,,,,6611c315-9f35-449d-8f11-ef8a42e56b6d,,
74,74,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_3,Data collection,CT1_23_3_2,Data Representation,,0,,Explain that the raw data are hard to understand,,,,,JC3.1,,,,,,,,,,,,,,,,,,,,,a028f1fe-48d5-4967-badf-116cc4bd3ca6,,
75,75,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_4,Graphical Data Representation,CT1_23_4_1,Data Representation,,CT1_23_3_1,,"Interpret, draw and use bar charts",Maths/ Database,,TS4.5,,JC3.1,,,,,,,,,,,,,,,,,,,,,6ffb2609-041f-40ac-b345-6c500884851f,6611c315-9f35-449d-8f11-ef8a42e56b6d,
76,76,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_4,Graphical Data Representation,CT1_23_4_2,Data Representation,,CT1_23_3_1,,"Interpret, draw and use pie charts",Maths/ Database,,TS4.5,,JC3.1,,,,,,,,,,,,,,,,,,,,,72c6592e-e375-4248-aedf-8e92ecba5a45,6611c315-9f35-449d-8f11-ef8a42e56b6d,
77,77,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_4,Graphical Data Representation,CT1_23_4_3,Data Representation,,CT1_23_3_1,,"Interpret, draw and use line graphs",Maths/ Database,,TS4.5,,JC3.1,,,,,,,,,,,,,,,,,,,,,5c306b04-d86a-4993-94fa-2a350c56319c,6611c315-9f35-449d-8f11-ef8a42e56b6d,
78,78,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_4,Graphical Data Representation,CT1_23_4_4,Data Representation,,CT1_23_3_1,,Define what a chart is,Maths/ Database,,,,JC3.1,,,,,,,,,,,,,,,,,,,,,16b4ae58-7c79-4e26-b029-1612e45f848d,6611c315-9f35-449d-8f11-ef8a42e56b6d,
79,79,CT1,Computer Theory,CT1_23,Data Structures,Graphs,CT1_23_4,Graphical Data Representation,CT1_23_4_5,Data Representation,,CT1_23_4_4,,Explain what a Axis Label is and how it is displayed,,,,,JC3.1,,,,,,,,,,,,,,,,,,,,,a048d5dd-1b3a-4790-bec1-1e1f24c921f8,16b4ae58-7c79-4e26-b029-1612e45f848d,
80,80,CT1,Computer Theory,CT1_23,Data Structures,Graphs,CT1_23_4,Graphical Data Representation,CT1_23_4_6,Data Representation,,CT1_23_4_5,,Explain what a Axis is and which direction it lays,,,,,JC3.1,,,,,,,,,,,,,,,,,,,,,05d832e3-4961-475b-81b6-c27a49e08a57,a048d5dd-1b3a-4790-bec1-1e1f24c921f8,
81,81,CT1,Computer Theory,CT1_23,Data Structures,Graphs,CT1_23_4,Graphical Data Representation,CT1_23_4_7,Data Representation,,CT1_23_4_6,,Explain what a graph Legend is,,,,,JC3.1,,,,,,,,,,,,,,,,,,,,,cc662e76-b933-406d-b2f0-8a53d0623e81,05d832e3-4961-475b-81b6-c27a49e08a57,
82,82,CT1,Computer Theory,CT1_23,Data Structures,Graphs,CT1_23_4,Graphical Data Representation,CT1_23_4_8,Data Representation,,CT1_23_4_7,,Be able to decern information for a graph,,,,,JC3.1,,,,,,,,,,,,,,,,,,,,,2a1ed1f4-1d6c-42e2-aca8-a27859d937e1,cc662e76-b933-406d-b2f0-8a53d0623e81,
83,83,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_5,Numerical Data Measures,CT1_23_5_1,Pattern Recognition,,0,,Explain Min and Max and the use of them in calculations,Maths/ Database,,TS4.6,,JC1.6,,,,,,,,,,,,,,,,,,,,,a7efbf4b-377b-4afb-aa2f-e6295f378a3a,,
84,84,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_5,Numerical Data Measures,CT1_23_5_2,Data Representation,,CT1_23_5_1,,Execute min and max calculations,Maths/ Database,,TS4.6,,,,,,,,,,,,,,,,,,,,,,,6802de93-9802-43de-8e54-8df21640855b,a7efbf4b-377b-4afb-aa2f-e6295f378a3a,
85,85,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_5,Numerical Data Measures,CT1_23_5_3,Data Representation,,CT1_23_5_2,,"Calculate the centre of the data, e.g., mean, median and mode",Maths/ Database,,TS4.6,,,,,,,,,,,,,,,,,,,,,,,8c5f00fd-0234-4740-b501-d2260504c8db,6802de93-9802-43de-8e54-8df21640855b,
86,86,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_5,Numerical Data Measures,CT1_23_5_4,Pattern Recognition,,CT1_23_5_3,,Perform analysis by applying the centre of the data,Maths/ Database,,TS4.6,,,,,,,,,,,,,,,,,,,,,,,366b4898-3dae-494b-bbf3-624fbc7405ef,8c5f00fd-0234-4740-b501-d2260504c8db,
87,87,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_1,Data Representation,,0,,Load a file from a file path,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,db5eb1c2-9707-4f5f-b07c-a04376813c0b,,
88,88,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_2,Data Representation,,0,,Close a file once actions are complete,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,5974b67c-1c36-4b92-9671-58fe9395f668,,
89,89,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_3,Data Representation,,CT1_23_6_2,,Explain why a file should be closed once actions are complete,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,93f76de3-f63e-480b-a94e-3511fb326b57,5974b67c-1c36-4b92-9671-58fe9395f668,
90,90,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_4,Data Representation,,CT1_23_6_1,,Open a file in write or 'w' mode,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,81285712-09ec-4473-8e7b-5524ba0c9084,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
91,91,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_5,Data Representation,,CT1_23_6_4,,Explain that writing into a file will overwrite the original content,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,3f956391-f31f-47aa-bb16-de54a24ec9bb,81285712-09ec-4473-8e7b-5524ba0c9084,
92,92,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_6,Data Representation,,CT1_23_6_1,,Open a file in append or 'a' mode,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,e7f757b8-6465-473d-99d1-98c443642269,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
93,93,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_7,Data Representation,,CT1_23_6_6,,Explain that appending into a file will add new data to the end of the original file,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,c25560fc-b87f-4caf-a5cf-410a515ade6b,e7f757b8-6465-473d-99d1-98c443642269,
94,94,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_8,Data Representation,,CT1_23_6_3,,Be able to use the 'with' statement to automatically close a while once complete,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,40aef629-0748-4f71-8546-b9f5ec80cbaa,93f76de3-f63e-480b-a94e-3511fb326b57,
95,95,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_9,Algorithms,,CT1_23_6_1,,Explain how to read a file line by line compared to as whole,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,c9a5f1b0-e658-4117-8c50-b20eb96a1f9f,db5eb1c2-9707-4f5f-b07c-a04376813c0b,
96,96,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_10,Data Representation,,0,,Explain that a file is a collection of data,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,bc0e6637-ef16-4370-9a15-456ae3cb9662,,
97,97,CT1,Computer Theory,CT1_23,Data Representation,Data Handling,CT1_23_6,File Handling,CT1_23_6_11,Algorithms,,0,,Be able to identify when a program is reading or writing from a file,,,,,JC3.2,,,,,,,,,,,,,,,,,,,,,63e04107-1434-45a8-922a-9835d2e196f1,,
98,98,CT1,Computer Theory,CT1_3,Algorithms,Sequencial Execution,CT1_3_1,Sequence Basic Concepts,CT1_3_1_1,Algorithms,,0,,Explain simple sequences are an order of events,Algorithm/ AL4_4_1_2_2,,TS1.3,,,,,,,,,,,,,0,,,,,,,,,,d45eb7ec-be4f-41ce-a16e-3d40f7bcffec,,
99,99,CT1,Computer Theory,CT1_3,Algorithms,Sequencial Execution,CT1_3_1,Sequence Basic Concepts,CT1_3_1_2,Algorithms,,CT1_3_1_1,,Arrange events in a desired order,Algorithm/ AL4_4_1_2_2,,TS1.3,,,,,,,,,,,,,1.3.1.1,,,,,,,,,,39926cdd-4b6f-4e86-8ec5-7c1a870d2395,d45eb7ec-be4f-41ce-a16e-3d40f7bcffec,
100,100,CT1,Computer Theory,CT1_3,Algorithms,Sequencial Execution,CT1_3_2,Sequence Concepts,CT1_3_2_1,Algorithms,,CT1_3_1_2,,Discuss optimisation of order,Algorithm/ AL4_4_1_2_2,,TS2.7,,,,,,,,,,,,,,,,,,,,,,,a74b8016-0aee-4029-a1f8-a1a523846ea9,39926cdd-4b6f-4e86-8ec5-7c1a870d2395,
101,101,CT1,Computer Theory,CT1_3,Algorithms,Sequencial Execution,CT1_3_2,Sequence Concepts,CT1_3_2_2,Algorithms,,CT1_3_1_2,,Find the correct positions to add new events in execution order,Algorithm/ AL4_4_1_2_2,,,,,,,,,,,,,,,,,,,,,,,,,38b00cb4-d2e0-417d-b542-23967720aa37,39926cdd-4b6f-4e86-8ec5-7c1a870d2395,
102,102,CT1,Computer Theory,CT1_24,Algorithms,Concurrent Execution,CT1_24_1,Concurrent sequences,CT1_24_1_1,Decomposition,,CT1_3_1_1,,Demonstrate how big tasks can be split into smaller interleaving  tasks,Algorithm/ AL4_4_1_2_2,,,,,,,,,,,,,,,,,,,,,,,,,397f8d73-6183-4b1a-8723-35e52734c66d,d45eb7ec-be4f-41ce-a16e-3d40f7bcffec,
103,103,CT1,Computer Theory,CT1_24,Algorithms,Concurrent Execution,CT1_24_1,Concurrent sequences,CT1_24_1_2,Decomposition,,CT1_24_1_1,,Schedule the subtasks from big tasks to optimise the use of resources and improve fairness,Algorithm/ AL4_4_1_2_2,,,,,,,,,,,,,,,,,,,,,,,,,aa125f79-46f2-4b4b-a90e-8eb2dced58bc,397f8d73-6183-4b1a-8723-35e52734c66d,
104,104,CT1,Computer Theory,CT1_24,Algorithms,Concurrent Execution,CT1_24_2,Parallel sequences,CT1_24_2_1,Algorithms,,CT1_24_1_2,,Explain that parallel two or more actions executing simultaneously,Algortithm,,TS2.7,,,,,,,,,,,,,,,,,,,,,,,1b3d3e12-96de-49c9-8f2b-7c80ba4884b6,aa125f79-46f2-4b4b-a90e-8eb2dced58bc,
105,105,CT1,Computer Theory,CT1_24,Algorithms,Concurrent Execution,CT1_24_2,Parallel sequences,CT1_24_2_2,Algorithms,,CT1_24_2_1,,Demonstrate that parallel two or more actions executing simultaneously,Algortithm,,TS2.7,,,,,,,,,,,,,,,,,,,,,,,469d9f2a-6c78-45df-b96a-416e91541549,1b3d3e12-96de-49c9-8f2b-7c80ba4884b6,
106,106,CT1,Computer Theory,CT1_24,Algorithms,Concurrent Execution,CT1_24_2,Parallel sequences,CT1_24_2_3,Algorithms,,CT1_24_2_2,,Execute parallel execution in order to optimise tasks,Algortithm,,,,,,,,,,,,,,,,,,,,,,,,,b13b4c02-a367-4250-9a84-382dabccaffa,469d9f2a-6c78-45df-b96a-416e91541549,
107,107,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_1,Data Representation,,0,,Demonstrate how arithmetic operators use one element on another,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,50b71024-9802-4fbc-ae28-7295fa831173,,
108,108,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_2,Data Representation,,0,,Identify addition as one of the arithmetic operators,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,19cec607-92dc-4ccc-8b51-d98dcaddb18d,,
109,109,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_3,Data Representation,,0,,Identify subtraction as one of the arithmetic operators,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,56e68939-bdf0-478f-9858-bd1e0b96f3b2,,
110,110,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_4,Data Representation,,0,,Identify multiplication as one of the arithmetic operators,,,TS5.5,,JC6.6,,,,,,,,,,,,,,,,,,,,,8fd6d7d1-e0d6-4c56-b60f-e6b27b5dc49c,,
111,111,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_5,Data Representation,,0,,Identify real division as one of the arithmetic operators,,,,,,,,,,,,,,,,,,,,,,,,,,04dc72b7-a798-4a95-a367-923bc99f437f,,
112,112,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_6,Data Representation,,0,,Identify integer division as one of the arithmetic operators,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,2e939746-441f-4015-93b2-cd6532757c88,,
113,113,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_7,Data Representation,,CT1_4_1_2,,Operate using addition,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,2143c76d-5c2e-407f-9c0b-8329c71c4edb,19cec607-92dc-4ccc-8b51-d98dcaddb18d,
114,114,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_8,Data Representation,,CT1_4_1_3,,Operate using subtraction,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,7056da82-8e68-476c-8906-fa5385971919,56e68939-bdf0-478f-9858-bd1e0b96f3b2,
115,115,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_9,Data Representation,,CT1_4_1_4,,Operate using multiplication,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,d58d632f-0f4b-4684-bd8c-4ae9e328d74b,8fd6d7d1-e0d6-4c56-b60f-e6b27b5dc49c,
116,116,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_10,Data Representation,,CT1_4_1_5,,Operate using real division,,,,,,,,,,,,,,,,,,,,,,,,,,4a4f47a1-81aa-4788-9ff2-3f9956a9153f,04dc72b7-a798-4a95-a367-923bc99f437f,
117,117,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_11,Data Representation,,CT1_4_1_6,,Operate using integer division,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,a8e67376-3f35-46b2-bb0a-09e17540f98f,2e939746-441f-4015-93b2-cd6532757c88,
118,118,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_12,Data Representation,,CT1_4_1_1,,Explain a modulus operation,,,,,,,,,,,,,,,,,,,,,,,,,,1aee6aec-8677-4445-8fad-daf841d199e4,50b71024-9802-4fbc-ae28-7295fa831173,
119,119,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_1,Arithmetic Operators,CT1_4_1_13,Data Representation,,"CT1_4_1_12,CT1_4_1_11,CT1_4_1_9,CT1_4_1_10,CT1_4_1_8,CT1_4_1_7",,Determine the value of a variable through operations,,,,,JC3.5,,,,,,,,,,,,,,,,,,,,,62a74ca0-5b68-424d-ab17-34ea4cdcd803,"2143c76d-5c2e-407f-9c0b-8329c71c4edb,7056da82-8e68-476c-8906-fa5385971919,d58d632f-0f4b-4684-bd8c-4ae9e328d74b,4a4f47a1-81aa-4788-9ff2-3f9956a9153f,a8e67376-3f35-46b2-bb0a-09e17540f98f,1aee6aec-8677-4445-8fad-daf841d199e4",
120,120,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_1,Data Representation,,0,,Demonstrate how comparison operators use one element on another,,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,3b873fd3-c466-4023-a4b0-2325db7e6a6c,,
121,121,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_2,Data Representation,,0,,"Recognise the ""equal to"" operator",,,TS5.5,,JC6.6,,,,,,,,,,,,,,,,,,,,,7f9b970d-e536-4837-9b18-1b851c10106f,,
122,122,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_3,Data Representation,,0,,"Recognise the ""not equal to"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,605bdc4a-825a-4523-93f2-3a95a6f64a68,,
123,123,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_4,Data Representation,,0,,"Recognise the ""less than"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,39f58081-1fcf-4cd6-b406-8457eac8128e,,
124,124,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_5,Data Representation,,0,,"Recognise the ""greater than"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,48942462-9afe-4575-beb7-5040e34ba195,,
125,125,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_6,Data Representation,,0,,"Recognise the ""less than or equal to"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,f62c9ce1-970e-4943-aedc-1b478f2e4161,,
126,126,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_7,Data Representation,,0,,"Recognise the ""greater than or equal to"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,fcf161a6-64ee-4646-9e44-db8ccaa217b5,,
127,127,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_8,Data Representation,,CT1_4_2_2,,"Use ""equal to"" operator",,,TS5.5,,JC1.2,,,,,,,,,,,,,,,,,,,,,31cbac03-2117-438b-9f85-82feda8c82c6,7f9b970d-e536-4837-9b18-1b851c10106f,
128,128,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_9,Data Representation,,CT1_4_2_3,,"Use ""not equal to"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,23698c67-c2e6-45de-aba4-c36db66f0c04,605bdc4a-825a-4523-93f2-3a95a6f64a68,
129,129,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_10,Data Representation,,CT1_4_2_4,,"Use ""less than"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,816e0874-2ebf-40a0-9034-27e70f5a14a2,39f58081-1fcf-4cd6-b406-8457eac8128e,
130,130,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_11,Data Representation,,CT1_4_2_5,,"Use ""greater than"" operator",,,TS5.5,,JC2.9,,,,,,,,,,,,,,,,,,,,,5154641b-8f68-45d4-804b-bf9832d556f6,48942462-9afe-4575-beb7-5040e34ba195,
131,131,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_12,Data Representation,,CT1_4_2_6,,"Use ""less than or equal to"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,cff090e3-c2c9-4a0a-8f15-dd67af29e629,f62c9ce1-970e-4943-aedc-1b478f2e4161,
132,132,CT1,Computer Theory,CT1_4,Programming Fundamentals,Operators,CT1_4_2,Comparison Operators,CT1_4_2_13,Data Representation,,CT1_4_2_7,,"Use ""greater than or equal to"" operator",,,TS5.5,,,,,,,,,,,,,,,,,,,,,,,3f491392-13ad-4a95-b82d-2b0c0b080751,fcf161a6-64ee-4646-9e44-db8ccaa217b5,
133,133,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_1,Boolean Values,CT1_5_1_1,Data Representation,,0,,Recoganise Boolean Values as True and False,,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,34d61c85-b105-476b-861e-5dcf7bc0b5aa,,
134,134,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_1,Boolean Values,CT1_5_1_2,Data Representation,,CT1_5_1_1,,Apply Boolean Values to individual events,,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,3348977c-a79c-4a40-9963-831a188fb62f,34d61c85-b105-476b-861e-5dcf7bc0b5aa,
135,135,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_1,Boolean Values,CT1_5_1_3,Data Representation,,CT1_5_1_2,,Use Boolean Values in a Statement,,,,,,,,,,,,,,,,,,,,,,,,,,6c2ea63a-fa42-461d-a06e-27cc35f25242,3348977c-a79c-4a40-9963-831a188fb62f,
136,136,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_1,Boolean Values,CT1_5_1_4,Data Representation,,"CT1_5_1_3, CT1_4_2_8, CT1_4_2_9, CT1_4_2_10, CT1_4_2_11,CT1_4_2_12CT1_4_2_13",,Use Boolean Values in Maths,,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,e747c794-c3fb-4e50-8a53-67befe9388e9,"6c2ea63a-fa42-461d-a06e-27cc35f25242,31cbac03-2117-438b-9f85-82feda8c82c6,23698c67-c2e6-45de-aba4-c36db66f0c04,816e0874-2ebf-40a0-9034-27e70f5a14a2,5154641b-8f68-45d4-804b-bf9832d556f6,cff090e3-c2c9-4a0a-8f15-dd67af29e629,3f491392-13ad-4a95-b82d-2b0c0b080751",
137,137,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_2,Boolean Operations,CT1_5_2_1,Data Representation,,CT1_5_1_1,,"Recognise the Boolean operator ""NOT""",,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,059514ed-46e2-4d5f-a3ac-2de9ac87c541,34d61c85-b105-476b-861e-5dcf7bc0b5aa,
138,138,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_2,Boolean Operations,CT1_5_2_2,Data Representation,,CT1_5_1_1,,"Recognise the Boolean operator ""AND""",,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,06094603-f595-413c-904c-0635603bb576,34d61c85-b105-476b-861e-5dcf7bc0b5aa,
139,139,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_2,Boolean Operations,CT1_5_2_3,Data Representation,,CT1_5_1_1,,"Recognise the Boolean operator ""OR""",,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,60b32e72-bfa3-4725-8b3e-c297e5563592,34d61c85-b105-476b-861e-5dcf7bc0b5aa,
140,140,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_2,Boolean Operations,CT1_5_2_4,Data Representation,,CT1_5_1_1,,"Recognise the Boolean operator ""XOR""",,,,,,,,,,,,,,,,,,,,,,,,,,d8f582da-63e6-44a1-8ff6-c76f4e90e20d,34d61c85-b105-476b-861e-5dcf7bc0b5aa,
141,141,CT1,Computer Theory,CT1_5,Programming Fundamentals,Boolean,CT1_5_2,Boolean Operations,CT1_5_2_5,Data Representation,,CT1_5_2_1,,"Use the Boolean operator ""NOT""",,,TS1.4,,,,,,,,,,,,,,,,,,,,,,,1ca2432c-aa50-4131-a117-7ce21f137824,059514ed-46e2-4d5f-a3ac-2de9ac87c541,
